Price,Area,No. of Bedrooms,Gymnasium,SwimmingPool,IndoorGames,ClubHouse,CarParking,Hospital,Children'splayarea,LiftAvailable,GolfCourse,city
11500000,1592,3,1,1,1,1,1,0,1,1,0,Bangalore
14800000,1785,3,1,1,0,1,0,0,1,1,0,Bangalore
7500000,1245,3,1,1,0,1,0,0,1,1,0,Bangalore
7500000,1239,2,1,1,1,1,1,0,1,1,0,Bangalore
14500000,1800,3,1,1,1,1,0,0,1,1,0,Bangalore
14100000,1682,3,1,1,1,1,0,0,1,1,0,Bangalore
10200000,1309,2,1,1,1,1,0,0,1,1,0,Bangalore
11500000,1682,3,1,1,0,1,0,0,1,1,0,Bangalore
9200000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
11000000,1482,3,1,1,0,1,0,0,1,1,0,Bangalore
12700000,1917,3,1,1,0,0,0,0,1,1,0,Bangalore
12700000,1917,3,1,1,0,1,0,0,1,1,0,Bangalore
14700000,2170,3,1,1,0,1,0,0,1,1,0,Bangalore
13400000,2035,3,1,1,0,1,0,0,1,1,0,Bangalore
13000000,2313,3,1,1,0,1,0,0,1,1,0,Bangalore
69000000,1438,3,1,1,1,1,1,0,1,1,0,Bangalore
6417000,1337,3,1,1,1,1,1,0,1,1,0,Bangalore
4569000,952,2,1,1,1,1,1,0,1,1,0,Bangalore
6459999,1346,3,1,1,1,1,1,0,1,1,0,Bangalore
6656999,1387,3,1,1,1,1,1,0,1,1,0,Bangalore
6523000,1359,3,1,1,1,1,1,0,1,1,0,Bangalore
6230000,1298,3,1,1,1,1,1,0,1,1,0,Bangalore
4972000,1036,2,1,1,1,1,1,0,1,1,0,Bangalore
4785000,997,2,1,1,1,1,1,0,1,1,0,Bangalore
6720000,1400,3,1,1,1,1,1,0,1,1,0,Bangalore
13700000,2424,4,1,1,1,1,0,0,1,1,0,Bangalore
9240000,1653,3,1,1,1,1,0,0,1,1,0,Bangalore
7180000,1235,2,1,1,1,1,0,0,1,1,0,Bangalore
3940000,644,1,1,1,1,1,1,0,1,1,0,Bangalore
6878000,1600,3,1,1,1,1,1,0,1,1,0,Bangalore
4599000,1070,2,1,1,1,1,1,0,1,1,0,Bangalore
15000000,2134,3,1,1,1,1,1,0,1,1,1,Bangalore
6533000,1110,2,1,1,1,1,0,0,1,1,0,Bangalore
5674000,1320,2,1,1,1,1,1,0,1,1,0,Bangalore
7467000,1345,2,1,1,1,1,0,0,1,1,0,Bangalore
11000000,1655,3,1,1,1,1,1,0,1,1,1,Bangalore
3800000,1000,2,0,0,0,0,0,0,0,0,0,Bangalore
3572000,940,2,0,0,0,0,0,0,0,0,0,Bangalore
3876000,1020,2,0,0,0,0,0,0,0,0,0,Bangalore
4099000,1015,2,0,0,0,0,0,0,0,0,0,Bangalore
11000000,1655,3,1,1,1,1,1,0,1,1,1,Bangalore
3304000,1180,3,1,0,1,1,0,0,1,1,0,Bangalore
3038000,1085,2,1,0,1,1,0,0,1,1,0,Bangalore
2464000,880,2,1,0,1,1,0,0,1,1,0,Bangalore
18800000,2165,3,1,1,1,1,1,0,1,1,0,Bangalore
15000000,1795,2,1,1,1,1,1,0,1,1,0,Bangalore
58099999,5249,4,1,1,1,1,1,0,0,1,0,Bangalore
5600000,1500,3,1,1,1,1,1,0,1,1,0,Bangalore
5451000,1608,3,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
5356000,1580,3,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
4500000,1300,2,1,1,1,1,1,0,1,1,0,Bangalore
5322000,1570,3,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
5322000,1570,3,1,1,1,1,1,0,1,1,0,Bangalore
5530000,1580,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1304,2,1,1,1,1,1,0,1,1,0,Bangalore
5200000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5381000,1303,2,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
4433000,1304,2,1,1,1,1,1,0,1,1,0,Bangalore
12700000,1490,3,1,1,1,1,1,0,1,1,0,Bangalore
35500000,2742,4,1,1,1,0,1,0,1,1,0,Bangalore
50000000,4689,4,1,1,0,1,1,0,1,1,0,Bangalore
22799999,2243,3,1,1,0,1,1,0,1,1,0,Bangalore
21200000,2051,3,1,1,0,1,1,0,1,1,0,Bangalore
2920000,677,1,1,1,1,1,0,0,1,1,0,Bangalore
2157000,525,1,1,1,1,1,0,0,1,1,0,Bangalore
35200000,2672,3,1,1,1,0,1,0,1,1,0,Bangalore
9500000,1380,3,1,1,1,1,0,0,1,1,0,Bangalore
6800000,985,2,1,1,1,1,0,0,1,1,0,Bangalore
6798000,1533,3,1,1,1,1,0,0,1,1,0,Bangalore
6172000,1384,3,1,1,1,1,0,0,1,1,0,Bangalore
5341000,1186,2,1,1,1,1,0,0,1,1,0,Bangalore
4938000,1090,2,1,1,1,1,0,0,1,1,0,Bangalore
3619000,776,1,1,1,1,1,0,0,1,1,0,Bangalore
3372999,711,1,1,1,1,1,0,0,1,1,0,Bangalore
8673000,1599,3,1,1,1,1,1,0,1,1,0,Bangalore
7456000,1365,3,1,1,1,1,1,0,1,1,0,Bangalore
6687000,1217,2,1,1,1,1,1,0,1,1,0,Bangalore
6448000,1171,2,1,1,1,1,1,0,1,1,0,Bangalore
9458000,1726,3,1,1,1,1,1,0,1,1,0,Bangalore
4000000,1005,2,1,1,0,0,0,0,1,1,0,Bangalore
10700000,1536,3,1,1,1,1,1,0,1,1,0,Bangalore
18600000,2210,3,1,1,1,1,1,0,1,1,0,Bangalore
8434000,1535,3,1,1,1,1,0,0,1,1,0,Bangalore
8509000,1485,3,1,1,1,1,0,0,1,1,0,Bangalore
5426000,1080,2,1,1,1,1,0,0,1,1,0,Bangalore
8400000,1047,2,1,1,1,1,1,0,1,1,0,Bangalore
16200000,1970,3,1,1,1,1,1,0,1,1,0,Bangalore
23200000,2860,4,1,1,1,1,1,0,1,1,0,Bangalore
13500000,1695,3,1,1,0,1,1,0,1,1,0,Bangalore
11800000,1330,3,1,1,1,1,1,0,1,1,0,Bangalore
15000000,1815,3,1,1,1,1,1,0,1,1,0,Bangalore
17100000,1890,3,1,1,1,1,1,0,1,1,0,Bangalore
26000000,3360,4,1,1,1,1,1,0,1,1,0,Bangalore
13799999,1763,3,1,1,0,1,1,0,1,1,0,Bangalore
11100000,1397,3,1,1,1,1,1,0,1,1,0,Bangalore
17100000,2321,3,1,1,1,1,1,0,1,1,1,Bangalore
9100000,1216,2,1,1,1,1,1,0,1,1,1,Bangalore
20000000,2830,4,1,1,1,1,1,0,1,1,1,Bangalore
13400000,1917,3,1,1,0,1,0,0,1,1,0,Bangalore
9700000,1560,3,1,1,1,1,1,0,1,1,0,Bangalore
9100000,1450,3,1,1,1,1,1,0,1,1,0,Bangalore
7500000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
11399999,1650,3,1,1,0,1,0,0,1,1,0,Bangalore
9800000,1490,3,1,1,0,1,0,0,1,1,0,Bangalore
8100000,1240,2,1,1,0,1,0,0,1,1,0,Bangalore
4505000,1325,2,1,1,1,1,0,0,1,1,0,Bangalore
5032000,1480,3,1,1,1,1,0,0,1,1,0,Bangalore
3927000,1155,2,1,1,1,1,0,0,1,1,0,Bangalore
4369000,1285,2,1,1,1,1,0,0,1,1,0,Bangalore
5151000,1515,3,1,1,1,1,0,0,1,1,0,Bangalore
4352000,1280,2,1,1,1,1,0,0,1,1,0,Bangalore
4386000,1290,2,1,1,1,1,0,0,1,1,0,Bangalore
4046000,1190,2,1,1,1,1,0,0,1,1,0,Bangalore
4369000,1285,2,1,1,1,1,0,0,1,1,0,Bangalore
10600000,1460,3,1,1,0,1,0,0,1,1,0,Bangalore
9800000,1230,2,1,1,0,1,0,0,1,1,0,Bangalore
9799000,1274,2,1,1,0,1,0,0,1,1,0,Bangalore
8863000,1220,2,1,1,1,1,1,0,1,1,0,Bangalore
13799999,1591,3,1,1,0,1,0,0,1,1,0,Bangalore
8500000,1230,2,1,1,0,1,0,0,1,1,0,Bangalore
10600000,1445,3,1,1,0,1,0,0,1,1,0,Bangalore
6584999,1419,2,1,1,0,1,0,0,1,1,0,Bangalore
12700000,1787,3,1,1,0,1,0,0,1,1,0,Bangalore
9050000,1709,3,1,1,0,1,1,0,1,1,0,Bangalore
8500000,1590,3,1,1,1,1,1,0,1,1,0,Bangalore
7000000,1330,2,1,1,0,1,1,0,1,1,0,Bangalore
9050000,1709,3,1,1,0,1,1,0,1,1,0,Bangalore
6698999,1104,2,1,1,0,1,0,0,1,1,0,Bangalore
5499000,1220,2,1,1,1,1,1,0,1,1,0,Bangalore
9000000,1489,3,1,1,0,1,0,0,1,1,0,Bangalore
6800000,1299,2,1,1,0,1,1,0,1,1,0,Bangalore
8499000,1843,3,1,1,0,1,0,0,1,1,0,Bangalore
6498999,1270,2,1,1,1,1,1,0,1,1,0,Bangalore
6498999,1257,2,1,1,0,1,0,0,1,1,0,Bangalore
6800000,1195,2,1,1,1,1,0,0,1,1,0,Bangalore
7800000,1165,2,1,1,1,1,0,0,1,1,0,Bangalore
7800000,1340,2,1,1,0,1,0,0,1,1,0,Bangalore
7800000,1339,2,1,1,0,1,0,0,1,1,0,Bangalore
22500000,2220,3,1,1,0,1,1,0,1,1,0,Bangalore
24000000,2243,3,1,1,0,1,1,0,1,1,0,Bangalore
17200000,1776,3,1,1,0,1,0,0,1,1,0,Bangalore
22500000,2370,3,1,1,1,1,1,0,1,1,0,Bangalore
9000000,1603,3,1,1,1,1,0,0,1,1,0,Bangalore
6133000,1410,3,1,1,0,0,0,0,1,0,0,Bangalore
6416000,1475,3,1,1,0,0,0,0,1,0,0,Bangalore
6133000,1410,3,1,1,0,0,0,0,1,0,0,Bangalore
4306000,990,2,1,1,0,0,0,0,1,0,0,Bangalore
6416000,1475,3,1,1,0,0,0,0,1,0,0,Bangalore
4872000,1120,2,1,1,0,0,0,0,1,0,0,Bangalore
4306000,990,2,1,1,0,0,0,0,1,0,0,Bangalore
5002000,1150,2,1,1,0,0,0,0,1,0,0,Bangalore
4872000,1120,2,1,1,0,0,0,0,1,0,0,Bangalore
5002000,1150,2,1,1,0,0,0,0,1,0,0,Bangalore
7351000,1690,3,1,1,0,0,0,0,1,0,0,Bangalore
7351000,1690,3,1,1,0,0,0,0,1,0,0,Bangalore
4611000,1060,2,1,1,0,0,0,0,1,0,0,Bangalore
4611000,1060,2,1,1,0,0,0,0,1,0,0,Bangalore
6938000,1595,3,1,1,0,0,0,0,1,0,0,Bangalore
6938000,1595,3,1,1,0,0,0,0,1,0,0,Bangalore
5972000,1471,2,0,0,0,0,1,0,0,1,0,Bangalore
5100000,1340,3,1,1,0,0,0,0,1,1,0,Bangalore
4600000,1340,3,1,1,0,1,0,0,1,1,0,Bangalore
12000000,1773,3,1,1,1,1,1,0,1,1,0,Bangalore
12200000,1811,3,1,1,1,1,1,0,1,1,0,Bangalore
10200000,1483,2,1,1,1,1,1,0,1,1,0,Bangalore
12400000,1816,3,1,1,1,1,1,0,1,1,0,Bangalore
9595000,1389,2,1,1,1,1,1,0,1,1,0,Bangalore
11900000,1761,3,1,1,1,1,1,0,1,1,0,Bangalore
5050000,1260,2,1,1,0,0,0,0,1,1,0,Bangalore
3735000,920,1,1,1,0,0,0,0,1,1,0,Bangalore
5180000,1295,3,1,1,1,1,1,0,1,1,0,Bangalore
3700000,920,2,1,1,1,1,1,0,1,1,0,Bangalore
3735000,920,1,1,1,0,0,0,0,1,1,0,Bangalore
5050000,1260,3,1,1,0,0,0,0,1,1,0,Bangalore
4099000,1015,2,0,0,0,0,0,0,0,0,0,Bangalore
3735000,920,2,0,0,0,0,0,0,0,0,0,Bangalore
3735000,920,2,1,1,0,0,0,0,1,1,0,Bangalore
3735000,920,2,1,1,0,0,0,0,1,1,0,Bangalore
3734000,920,2,1,1,0,0,0,0,1,1,0,Bangalore
4099000,1015,2,0,0,0,0,0,0,0,0,0,Bangalore
4099000,1015,2,1,1,0,0,0,0,1,1,0,Bangalore
4800000,1143,2,1,1,1,1,1,0,1,1,0,Bangalore
6514000,1551,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5000000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
5202000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1306,2,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
5739000,1693,3,1,1,1,1,1,0,1,1,0,Bangalore
6426000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5800000,1540,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6028000,1419,2,1,1,1,1,1,0,1,1,0,Bangalore
5451000,1608,3,1,1,1,1,1,0,1,1,0,Bangalore
4400000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
5739000,1693,3,1,1,1,1,1,0,1,1,0,Bangalore
6426000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5800000,1540,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6028000,1419,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1267,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5600000,1500,3,1,1,1,1,1,0,1,1,0,Bangalore
6466000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5322000,1570,3,1,1,1,1,1,0,1,1,0,Bangalore
5739000,1693,3,1,1,1,1,1,0,1,1,0,Bangalore
5257000,1551,3,1,1,1,1,1,0,1,1,0,Bangalore
5451000,1608,3,1,1,1,1,1,0,1,1,0,Bangalore
6466000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
6413000,1527,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5000000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
5202000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1306,2,1,1,1,1,1,0,1,1,0,Bangalore
4400000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5322000,1570,3,1,1,1,1,1,0,1,1,0,Bangalore
5739000,1693,3,1,1,1,1,1,0,1,1,0,Bangalore
5257000,1551,3,1,1,1,1,1,0,1,1,0,Bangalore
5451000,1608,3,1,1,1,1,1,0,1,1,0,Bangalore
6466000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6466000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
6413000,1527,3,1,1,1,1,1,0,1,1,0,Bangalore
5040000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5485000,1306,2,1,1,1,1,1,0,1,1,0,Bangalore
6426000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
6459999,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4400000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
6514000,1551,3,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,3,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1187,2,1,1,1,1,1,0,1,1,0,Bangalore
5959000,1419,2,1,1,1,1,1,0,1,1,0,Bangalore
5040000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
6028000,1419,2,1,1,1,1,1,0,1,1,0,Bangalore
6400000,1530,2,1,1,1,1,1,0,1,1,0,Bangalore
5380000,1255,2,1,1,1,1,1,0,1,1,0,Bangalore
5023000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
5023000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
5400000,1295,2,1,1,1,1,1,0,1,1,0,Bangalore
5148000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
5400000,1303,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
4784000,1196,2,1,1,1,1,1,0,1,1,0,Bangalore
4800000,1143,2,1,1,1,1,1,0,1,1,0,Bangalore
4440000,1200,2,1,1,1,1,1,0,1,1,0,Bangalore
3897999,1068,2,1,1,1,1,1,0,1,1,0,Bangalore
3761999,920,2,1,1,1,1,1,0,1,1,0,Bangalore
4110000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4000000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
3958000,975,2,1,1,1,1,1,0,1,1,0,Bangalore
3735000,920,2,1,1,1,1,1,0,1,1,0,Bangalore
4079999,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4079999,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
3929000,975,2,1,1,1,1,1,0,1,1,0,Bangalore
3820000,955,2,1,1,1,1,1,0,1,1,0,Bangalore
4220000,1055,2,1,1,1,1,1,0,1,1,0,Bangalore
4020000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
5077000,1260,3,1,1,1,1,1,0,1,1,0,Bangalore
4500000,1000,2,1,1,1,1,0,0,1,1,0,Bangalore
4400000,1000,2,1,1,1,1,0,0,1,1,0,Bangalore
15200000,1792,3,1,1,1,1,1,0,1,1,0,Bangalore
25600000,3012,4,1,1,1,1,1,0,1,1,0,Bangalore
20099999,2370,3,1,1,1,1,1,0,1,1,0,Bangalore
11900000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12100000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12300000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12300000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
4100000,1100,2,1,0,0,0,1,0,0,1,0,Bangalore
6830000,1198,2,1,1,1,1,1,0,1,1,0,Bangalore
6750000,1198,2,1,1,1,1,1,0,1,1,0,Bangalore
6800000,1197,2,1,1,1,1,1,0,1,1,0,Bangalore
10000000,1482,3,1,1,0,1,0,0,1,1,0,Bangalore
8250000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
3840000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
10000000,1482,3,1,1,0,1,0,0,1,1,0,Bangalore
11600000,1691,3,1,1,0,1,0,0,1,1,0,Bangalore
3800000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
8200000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
11500000,1691,3,1,1,0,1,0,0,1,1,0,Bangalore
4000000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
3847999,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
10000000,1482,3,1,1,0,1,0,0,1,1,0,Bangalore
10000000,1482,3,1,1,0,1,0,0,1,1,0,Bangalore
8300000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
12000000,1691,3,1,1,0,1,0,0,1,1,0,Bangalore
3835000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
8300000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
8100000,1232,2,1,1,0,1,0,0,1,1,0,Bangalore
3825000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
3865000,1000,2,1,1,1,1,1,0,1,1,0,Bangalore
3900000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
4000000,1000,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1050,2,1,0,0,0,1,0,0,1,0,Bangalore
13400000,1600,3,1,1,1,1,1,0,1,1,0,Bangalore
13500000,1600,3,1,1,1,1,1,0,1,1,0,Bangalore
13500000,1500,3,1,1,1,1,1,0,1,1,0,Bangalore
8450000,1300,3,1,1,1,1,0,0,1,1,0,Bangalore
7995000,1230,3,1,1,1,1,0,0,1,1,0,Bangalore
8874000,1305,3,1,1,1,1,0,0,1,1,0,Bangalore
7767000,1195,3,1,1,1,1,0,0,1,1,0,Bangalore
8450000,1300,3,1,1,1,1,0,0,1,1,0,Bangalore
13899999,1545,3,1,1,1,1,1,0,1,1,0,Bangalore
20099999,2240,3,1,1,1,1,1,0,1,1,0,Bangalore
15700000,1750,3,1,1,1,1,1,0,1,1,0,Bangalore
15700000,1750,3,1,1,1,1,1,0,1,1,0,Bangalore
9800000,1520,3,1,1,1,1,1,0,1,1,0,Bangalore
7650000,1180,2,1,1,1,1,1,0,1,1,0,Bangalore
7200000,1180,2,1,1,1,1,1,0,1,1,0,Bangalore
10200000,1520,3,1,1,1,1,1,0,1,1,0,Bangalore
12800000,1933,3,1,1,1,1,1,0,1,1,0,Bangalore
12600000,1826,3,1,1,1,1,1,0,1,1,0,Bangalore
13600000,1749,3,1,1,1,1,1,0,1,1,0,Bangalore
12600000,1749,3,1,1,1,1,1,0,1,1,0,Bangalore
12600000,1749,3,1,1,1,1,1,0,1,1,0,Bangalore
12400000,1739,3,1,1,1,1,1,0,1,1,0,Bangalore
10900000,1691,3,1,1,0,1,1,0,1,1,0,Bangalore
14000000,2170,3,1,1,0,1,1,0,1,1,0,Bangalore
10900000,1691,3,1,1,0,1,1,0,1,1,0,Bangalore
4751000,1145,2,1,1,1,0,0,0,1,1,0,Bangalore
4565000,1100,2,1,1,1,0,0,0,1,1,0,Bangalore
9222000,1590,3,0,0,0,0,0,0,0,0,0,Bangalore
8874000,1305,3,1,1,1,1,0,0,1,1,0,Bangalore
8450000,1300,3,1,1,1,1,0,0,1,1,0,Bangalore
13899999,1545,3,1,1,1,1,1,0,1,1,0,Bangalore
15500000,1730,3,1,1,1,1,1,0,1,1,0,Bangalore
9000000,1480,3,1,1,0,1,0,0,1,1,0,Bangalore
13899999,1545,3,1,1,1,1,1,0,1,1,0,Bangalore
11399999,1865,3,1,1,1,1,1,0,1,1,0,Bangalore
11200000,1865,3,1,1,1,1,1,0,1,1,0,Bangalore
11500000,1865,3,1,1,1,1,1,0,1,1,0,Bangalore
7600000,1241,2,1,1,1,1,1,0,1,1,0,Bangalore
7300000,1232,2,1,1,1,1,1,0,1,1,0,Bangalore
7450000,1221,2,1,1,1,1,1,0,1,1,0,Bangalore
7300000,1220,2,1,1,1,1,1,0,1,1,0,Bangalore
7000000,1210,2,1,1,1,1,1,0,1,1,0,Bangalore
7950000,1375,3,1,1,1,1,1,0,1,1,0,Bangalore
8350000,1368,3,1,1,1,1,1,0,1,1,0,Bangalore
8250000,1375,3,1,1,1,1,1,0,1,1,0,Bangalore
8050000,1368,3,1,1,1,1,1,0,1,1,0,Bangalore
7800000,1366,3,1,1,1,1,1,0,1,1,0,Bangalore
7800000,1358,3,1,1,1,1,1,0,1,1,0,Bangalore
7800000,1241,2,1,1,1,1,1,0,1,1,0,Bangalore
7450000,1232,2,1,1,1,1,1,0,1,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
4000000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,4,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1020,2,1,1,1,1,1,0,1,1,0,Bangalore
4200000,1055,2,1,1,1,1,1,0,1,1,0,Bangalore
3735000,920,1,1,1,1,1,1,0,1,1,0,Bangalore
3735000,920,1,1,1,0,0,0,0,1,1,0,Bangalore
3735000,920,1,1,1,0,0,0,0,1,1,0,Bangalore
5050000,1260,2,1,1,0,0,0,0,1,1,0,Bangalore
5100000,1260,3,1,1,1,1,1,0,1,1,0,Bangalore
4000000,1015,2,1,1,1,1,1,0,1,1,0,Bangalore
4200000,1055,2,1,1,1,1,1,0,1,1,0,Bangalore
5075000,1280,3,1,1,1,1,1,0,1,1,0,Bangalore
3975000,1005,2,0,0,0,0,0,0,0,0,0,Bangalore
4000000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4100000,1055,2,0,0,0,0,0,0,0,0,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
5100000,1280,3,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1055,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1053,2,1,0,0,0,1,0,0,1,0,Bangalore
4100000,1054,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1361,3,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
15700000,1750,3,1,1,1,1,1,0,1,1,0,Bangalore
2876000,788,2,1,1,1,1,1,0,1,1,0,Bangalore
2620000,718,2,1,1,1,1,1,0,1,1,0,Bangalore
3668000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4100000,1054,2,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1361,3,1,0,0,0,1,0,0,1,0,Bangalore
5300000,1365,3,1,0,0,0,1,0,0,1,0,Bangalore
15700000,1750,3,1,1,1,1,1,0,1,1,0,Bangalore
2876000,788,2,1,1,1,1,1,0,1,1,0,Bangalore
2620000,718,2,1,1,1,1,1,0,1,1,0,Bangalore
3668000,1005,2,1,1,1,1,1,0,1,1,0,Bangalore
4861000,1332,3,1,1,1,1,1,0,1,1,0,Bangalore
4880000,1122,2,1,0,0,0,0,0,1,1,0,Bangalore
4900000,1215,2,1,1,0,1,0,0,1,1,0,Bangalore
10500000,1482,3,1,1,0,0,0,0,0,0,0,Bangalore
9614000,1346,2,1,1,0,0,0,0,0,0,0,Bangalore
8800000,1232,2,1,1,0,0,0,0,0,0,0,Bangalore
5933000,1745,3,1,1,1,1,0,0,1,1,0,Bangalore
5644000,1660,3,1,1,1,1,0,0,1,1,0,Bangalore
11900000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
11800000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12200000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12100000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12500000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12100000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
12300000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
11500000,1850,3,1,1,1,1,1,0,1,1,0,Bangalore
